seq_index;scenario_rank;scenario_proba_cond_seq;GeneChoice_V_gene_Undefined_side_prio7_size89;GeneChoice_J_gene_Undefined_side_prio7_size15;GeneChoice_D_gene_Undefined_side_prio6_size3;Deletion_V_gene_Three_prime_prio5_size21;Deletion_D_gene_Five_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Deletion_D_gene_Three_prime_prio5_size21;Insertion_VD_genes_Undefined_side_prio4_size31;DinucMarkov_VD_genes_Undefined_side_prio3_size16;Insertion_DJ_gene_Undefined_side_prio2_size31;DinucMarkov_DJ_gene_Undefined_side_prio1_size16;Mismatches
977;10;0.0199022;(70);(4);(0);(5);(7);(10);(9);(4);(0,1,2,2);(5);(2,1,0,3,3);()
975;1;0.061077;(77);(9);(1);(7);(5);(7);(15);(3);(1,1,1);(0);();()
975;2;0.0579206;(77);(9);(0);(7);(5);(7);(11);(3);(1,1,1);(0);();()
975;3;0.0554097;(77);(9);(0);(7);(5);(8);(10);(3);(1,1,1);(0);();()
975;4;0.035582;(77);(9);(1);(7);(5);(8);(15);(3);(1,1,1);(1);(0);()
975;5;0.0337431;(77);(9);(0);(7);(5);(8);(11);(3);(1,1,1);(1);(0);()
975;6;0.0316086;(77);(9);(1);(7);(12);(6);(9);(2);(1,1);(1);(0);()
975;7;0.0254628;(77);(9);(1);(8);(5);(7);(15);(4);(3,1,1,1);(0);();()
975;8;0.0241469;(77);(9);(0);(8);(5);(7);(11);(4);(3,1,1,1);(0);();()
975;9;0.0231001;(77);(9);(0);(8);(5);(8);(10);(4);(3,1,1,1);(0);();()
975;10;0.0206514;(77);(9);(0);(7);(6);(8);(10);(4);(1,1,1,2);(0);();()
992;1;0.2352;(19);(7);(2);(10);(15);(9);(4);(9);(2,1,1,0,0,3,2,0,1);(4);(2,0,1,2);()
992;2;0.084032;(19);(7);(0);(10);(9);(9);(6);(10);(2,1,1,0,0,3,2,0,1,2);(3);(2,0,1);()
992;3;0.0560621;(19);(7);(0);(10);(11);(9);(4);(11);(2,1,1,0,0,3,2,0,1,2,0);(2);(2,0);()
992;4;0.0421608;(19);(7);(2);(10);(6);(9);(15);(6);(2,1,1,0,0,3);(9);(2,0,1,2,2,2,2,0,2);()
992;5;0.0350276;(19);(7);(2);(10);(15);(9);(5);(9);(2,1,1,0,0,3,2,0,1);(5);(2,0,1,2,2);()
992;6;0.0344053;(19);(7);(2);(10);(15);(10);(4);(9);(2,1,1,0,0,3,2,0,1);(5);(0,2,0,1,2);()
992;7;0.0285488;(19);(7);(2);(10);(16);(9);(4);(10);(2,1,1,0,0,3,2,0,1,2);(4);(2,0,1,2);()
992;8;0.0252672;(19);(7);(1);(10);(6);(9);(15);(6);(2,1,1,0,0,3);(9);(2,0,1,2,2,2,2,0,2);()
992;9;0.0244197;(19);(7);(0);(10);(9);(9);(7);(10);(2,1,1,0,0,3,2,0,1,2);(4);(2,0,1,2);()
992;10;0.0241733;(19);(7);(0);(10);(6);(9);(11);(6);(2,1,1,0,0,3);(9);(2,0,1,2,2,2,2,0,2);()
986;1;0.301476;(29);(8);(0);(4);(9);(8);(4);(2);(1,3);(7);(1,2,1,1,1,3,3);()
986;2;0.251809;(29);(8);(0);(5);(9);(8);(4);(3);(0,1,3);(7);(1,2,1,1,1,3,3);()
986;3;0.0625126;(29);(8);(0);(6);(9);(8);(4);(4);(2,0,1,3);(7);(1,2,1,1,1,3,3);()
986;4;0.0355713;(29);(8);(0);(4);(9);(8);(5);(2);(1,3);(8);(1,2,1,1,1,3,3,1);()
986;5;0.029711;(29);(8);(0);(5);(9);(8);(5);(3);(0,1,3);(8);(1,2,1,1,1,3,3,1);()
986;6;0.0268038;(29);(8);(0);(7);(9);(8);(4);(5);(0,2,0,1,3);(7);(1,2,1,1,1,3,3);()
986;7;0.0261739;(29);(8);(0);(4);(9);(9);(4);(2);(1,3);(8);(1,1,2,1,1,1,3,3);()
986;8;0.0218618;(29);(8);(0);(5);(9);(9);(4);(3);(0,1,3);(8);(1,1,2,1,1,1,3,3);()
986;9;0.0187461;(29);(8);(0);(4);(11);(8);(4);(4);(1,3,0,2);(7);(1,2,1,1,1,3,3);()
986;10;0.0141848;(29);(8);(0);(4);(10);(8);(4);(3);(1,3,0);(7);(1,2,1,1,1,3,3);()
971;1;0.120064;(30);(14);(1);(9);(10);(4);(10);(3);(3,3,0);(0);();()
971;2;0.0685525;(30);(14);(1);(10);(10);(4);(10);(4);(3,3,3,0);(0);();()
971;3;0.0503823;(30);(14);(1);(9);(11);(4);(10);(4);(3,3,0,0);(0);();()
971;4;0.0320217;(30);(14);(1);(9);(10);(6);(10);(3);(3,3,0);(2);(3,1);()
971;5;0.0293064;(30);(14);(1);(9);(10);(5);(10);(3);(3,3,0);(1);(1);()
971;6;0.025703;(30);(14);(2);(9);(10);(4);(12);(3);(3,3,0);(2);(2,1);()
971;7;0.0199486;(30);(14);(1);(9);(10);(4);(11);(3);(3,3,0);(1);(2);()
971;8;0.0182833;(30);(14);(1);(10);(10);(6);(10);(4);(3,3,3,0);(2);(3,1);()
971;9;0.0180825;(30);(14);(1);(9);(10);(7);(10);(3);(3,3,0);(3);(1,3,1);()
971;10;0.0168585;(30);(14);(1);(9);(10);(4);(12);(3);(3,3,0);(2);(2,1);()
963;1;0.190034;(29);(3);(0);(11);(8);(11);(7);(3);(2,0,1);(2);(2,2);()
963;2;0.114483;(29);(3);(0);(11);(8);(11);(5);(3);(2,0,1);(0);();()
963;3;0.0627408;(29);(3);(0);(11);(8);(11);(6);(3);(2,0,1);(1);(2);()
963;4;0.0614713;(29);(3);(0);(11);(9);(11);(5);(4);(2,0,1,1);(0);();()
963;5;0.0516378;(29);(3);(0);(11);(8);(12);(7);(3);(2,0,1);(3);(3,2,2);()
963;6;0.0421648;(29);(3);(0);(11);(9);(11);(6);(4);(2,0,1,1);(1);(2);()
963;7;0.0382096;(29);(3);(0);(11);(8);(11);(8);(3);(2,0,1);(3);(2,2,2);()
963;8;0.0365998;(29);(3);(0);(11);(9);(11);(7);(4);(2,0,1,1);(2);(2,2);()
963;9;0.0345116;(29);(3);(0);(11);(8);(12);(5);(3);(2,0,1);(1);(3);()
963;10;0.0316324;(29);(3);(0);(12);(8);(11);(7);(4);(2,2,0,1);(2);(2,2);()
967;1;0.382008;(61);(9);(1);(6);(6);(6);(14);(5);(1,1,1,1,1);(5);(1,1,3,2,2);()
967;2;0.0918287;(61);(9);(2);(6);(6);(6);(15);(5);(1,1,1,1,1);(6);(1,1,3,2,2,3);()
967;3;0.0874496;(61);(9);(1);(6);(6);(6);(15);(5);(1,1,1,1,1);(6);(1,1,3,2,2,3);()
967;4;0.0717109;(61);(9);(2);(6);(6);(6);(14);(5);(1,1,1,1,1);(5);(1,1,3,2,2);()
967;5;0.0655468;(61);(9);(1);(7);(6);(6);(14);(6);(1,1,1,1,1,1);(5);(1,1,3,2,2);()
967;6;0.0432404;(61);(9);(0);(6);(6);(6);(11);(5);(1,1,1,1,1);(6);(1,1,3,2,2,3);()
967;7;0.027229;(61);(9);(1);(6);(7);(6);(14);(6);(1,1,1,1,1,2);(5);(1,1,3,2,2);()
967;8;0.0187605;(61);(9);(1);(6);(6);(7);(14);(5);(1,1,1,1,1);(6);(1,1,1,3,2,2);()
967;9;0.0157564;(61);(9);(2);(7);(6);(6);(15);(6);(1,1,1,1,1,1);(6);(1,1,3,2,2,3);()
967;10;0.0156972;(61);(9);(1);(8);(6);(6);(14);(7);(0,1,1,1,1,1,1);(5);(1,1,3,2,2);()
964;1;0.116056;(29);(3);(2);(9);(17);(8);(3);(2);(0,3);(7);(0,0,3,3,1,1,0);()
964;2;0.0936337;(29);(3);(2);(8);(17);(8);(3);(1);(3);(7);(0,0,3,3,1,1,0);()
964;3;0.0683669;(29);(3);(0);(9);(12);(8);(4);(2);(0,3);(7);(0,0,3,3,1,1,0);()
964;4;0.0551584;(29);(3);(0);(8);(12);(8);(4);(1);(3);(7);(0,0,3,3,1,1,0);()
964;5;0.0333297;(29);(3);(2);(10);(17);(8);(3);(3);(3,0,3);(7);(0,0,3,3,1,1,0);()
964;6;0.0312844;(29);(3);(2);(8);(18);(8);(3);(2);(3,2);(7);(0,0,3,3,1,1,0);()
964;7;0.0301695;(29);(3);(2);(9);(13);(8);(8);(2);(0,3);(8);(0,0,3,3,1,1,0,1);()
964;8;0.0243408;(29);(3);(2);(8);(13);(8);(8);(1);(3);(8);(0,0,3,3,1,1,0,1);()
964;9;0.0218435;(29);(3);(0);(8);(13);(8);(4);(2);(3,2);(7);(0,0,3,3,1,1,0);()
964;10;0.0197993;(29);(3);(2);(9);(18);(8);(3);(3);(0,3,2);(7);(0,0,3,3,1,1,0);()
978;1;0.0998729;(49);(7);(0);(7);(3);(12);(9);(7);(1,1,1,0,2,2,2);(1);(2);()
978;2;0.0909294;(49);(7);(0);(7);(3);(12);(8);(7);(1,1,1,0,2,2,2);(0);();()
978;3;0.0672039;(49);(7);(0);(7);(4);(12);(9);(8);(1,1,1,0,2,2,2,1);(1);(2);()
978;4;0.0575355;(49);(7);(0);(7);(3);(12);(10);(7);(1,1,1,0,2,2,2);(2);(2,2);()
978;5;0.0491341;(49);(7);(0);(7);(4);(12);(8);(8);(1,1,1,0,2,2,2,1);(0);();()
978;6;0.0343781;(49);(7);(0);(7);(4);(12);(10);(8);(1,1,1,0,2,2,2,1);(2);(2,2);()
978;7;0.0323138;(49);(7);(0);(7);(8);(12);(7);(2);(1,1);(9);(2,2,0,1,0,2,2,2,1);()
978;8;0.0296809;(49);(7);(0);(8);(3);(12);(9);(8);(3,1,1,1,0,2,2,2);(1);(2);()
978;9;0.0275383;(49);(7);(0);(7);(5);(12);(8);(9);(1,1,1,0,2,2,2,1,2);(0);();()
978;10;0.027023;(49);(7);(0);(8);(3);(12);(8);(8);(3,1,1,1,0,2,2,2);(0);();()
973;1;0.222491;(29);(7);(0);(7);(8);(11);(8);(4);(2,0,1,1);(8);(0,2,2,2,2,2,0,3);(60)
973;2;0.0752248;(29);(7);(0);(7);(9);(11);(6);(9);(2,0,1,1,1,0,2,2,3);(2);(0,2);(60)
973;3;0.0582651;(29);(7);(0);(7);(9);(11);(5);(9);(2,0,1,1,1,0,2,2,3);(1);(0);(60)
973;4;0.0580215;(29);(7);(0);(7);(8);(11);(9);(4);(2,0,1,1);(9);(0,2,2,2,2,2,0,3,2);(60)
973;5;0.0495995;(29);(7);(0);(7);(8);(12);(8);(4);(2,0,1,1);(9);(0,0,2,2,2,2,2,0,3);(60)
973;6;0.0408033;(29);(7);(0);(7);(9);(11);(7);(9);(2,0,1,1,1,0,2,2,3);(3);(0,2,2);(60)
973;7;0.0331298;(29);(7);(0);(7);(9);(12);(5);(9);(2,0,1,1,1,0,2,2,3);(2);(0,0);(60)
973;8;0.0267286;(29);(7);(0);(7);(9);(12);(6);(9);(2,0,1,1,1,0,2,2,3);(3);(0,0,2);(60)
973;9;0.0251047;(29);(7);(0);(7);(9);(11);(8);(5);(2,0,1,1,1);(8);(0,2,2,2,2,2,0,3);(60)
973;10;0.015626;(29);(7);(0);(7);(9);(12);(7);(9);(2,0,1,1,1,0,2,2,3);(4);(0,0,2,2);(60)
959;1;0.286088;(5);(14);(0);(15);(2);(10);(9);(4);(3,1,1,1);(3);(1,3,2);()
959;2;0.235256;(5);(14);(0);(15);(2);(10);(8);(4);(3,1,1,1);(2);(1,3);()
959;3;0.110055;(5);(14);(0);(15);(2);(10);(10);(4);(3,1,1,1);(4);(1,3,2,2);()
959;4;0.0542764;(5);(14);(0);(15);(4);(10);(8);(6);(3,1,1,1,1,1);(2);(1,3);()
959;5;0.0512827;(5);(14);(0);(15);(4);(10);(9);(6);(3,1,1,1,1,1);(3);(1,3,2);()
959;6;0.0370879;(5);(14);(0);(15);(3);(10);(8);(5);(3,1,1,1,1);(2);(1,3);()
959;7;0.0293954;(5);(14);(0);(15);(5);(10);(8);(7);(3,1,1,1,1,1,2);(2);(1,3);()
959;8;0.0281401;(5);(14);(0);(15);(3);(10);(9);(5);(3,1,1,1,1);(3);(1,3,2);()
959;9;0.0176686;(5);(14);(0);(15);(4);(10);(10);(6);(3,1,1,1,1,1);(4);(1,3,2,2);()
959;10;0.0172949;(5);(14);(0);(15);(2);(10);(11);(4);(3,1,1,1);(5);(1,3,2,2,0);()
969;1;0.301796;(13);(12);(0);(5);(4);(4);(10);(6);(2,2,2,2,0,2);(4);(3,2,0,0);()
969;2;0.0977706;(13);(12);(0);(6);(4);(4);(10);(7);(2,2,2,2,2,0,2);(4);(3,2,0,0);()
969;3;0.0771568;(13);(12);(0);(5);(9);(4);(6);(4);(2,2,2,2);(7);(3,2,0,0,0,1,0);()
969;4;0.0662243;(13);(12);(0);(5);(5);(4);(10);(7);(2,2,2,2,0,2,2);(4);(3,2,0,0);()
969;5;0.0291793;(13);(12);(0);(5);(4);(4);(11);(6);(2,2,2,2,0,2);(5);(3,2,0,0,0);()
969;6;0.0283551;(13);(12);(0);(5);(5);(4);(11);(7);(2,2,2,2,0,2,2);(5);(3,2,0,0,0);()
969;7;0.0266639;(13);(12);(0);(5);(6);(4);(10);(8);(2,2,2,2,0,2,2,2);(4);(3,2,0,0);()
969;8;0.0245628;(13);(12);(0);(5);(9);(4);(7);(4);(2,2,2,2);(8);(3,2,0,0,0,1,0,2);()
969;9;0.0221296;(13);(12);(2);(5);(13);(4);(4);(1);(2);(8);(3,2,0,0,0,1,0,2);()
969;10;0.0197115;(13);(12);(0);(5);(4);(5);(10);(6);(2,2,2,2,0,2);(5);(1,3,2,0,0);()
970;1;0.224451;(52);(4);(0);(8);(6);(10);(7);(2);(3,1);(3);(1,1,1);()
970;2;0.219195;(52);(4);(0);(7);(6);(10);(7);(1);(1);(3);(1,1,1);()
970;3;0.0873795;(52);(4);(0);(8);(6);(11);(7);(2);(3,1);(4);(3,1,1,1);()
970;4;0.0853334;(52);(4);(0);(7);(6);(11);(7);(1);(1);(4);(3,1,1,1);()
970;5;0.0607945;(52);(4);(0);(7);(7);(10);(7);(2);(1,2);(3);(1,1,1);()
970;6;0.0339794;(52);(4);(0);(7);(8);(10);(7);(3);(1,2,0);(3);(1,1,1);()
970;7;0.0317865;(52);(4);(0);(8);(7);(10);(7);(3);(3,1,2);(3);(1,1,1);()
970;8;0.0266449;(52);(4);(0);(8);(6);(10);(8);(2);(3,1);(4);(1,1,1,2);()
970;9;0.026021;(52);(4);(0);(7);(6);(10);(8);(1);(1);(4);(1,1,1,2);()
970;10;0.0236675;(52);(4);(0);(7);(7);(11);(7);(2);(1,2);(4);(3,1,1,1);()
957;1;0.489758;(29);(7);(2);(10);(15);(8);(6);(7);(1,1,0,1,2,0,0);(4);(3,2,0,0);()
957;2;0.102783;(29);(7);(2);(10);(15);(8);(7);(7);(1,1,0,1,2,0,0);(5);(3,2,0,0,2);()
957;3;0.0761571;(29);(7);(2);(10);(16);(8);(6);(8);(1,1,0,1,2,0,0,2);(4);(3,2,0,0);()
957;4;0.0691413;(29);(7);(2);(10);(15);(9);(6);(7);(1,1,0,1,2,0,0);(5);(3,3,2,0,0);()
957;5;0.0173543;(29);(7);(2);(11);(15);(8);(6);(8);(1,1,1,0,1,2,0,0);(4);(3,2,0,0);()
957;6;0.0154975;(29);(7);(2);(10);(15);(9);(7);(7);(1,1,0,1,2,0,0);(6);(3,3,2,0,0,2);()
957;7;0.0144054;(29);(7);(2);(10);(16);(8);(7);(8);(1,1,0,1,2,0,0,2);(5);(3,2,0,0,2);()
957;8;0.0137208;(29);(7);(2);(10);(10);(8);(13);(2);(1,1);(11);(3,2,0,0,2,0,2,0,0,2,1);()
957;9;0.0114167;(29);(7);(2);(10);(15);(8);(8);(7);(1,1,0,1,2,0,0);(6);(3,2,0,0,2,0);()
957;10;0.0108021;(29);(7);(2);(10);(15);(10);(6);(7);(1,1,0,1,2,0,0);(6);(0,3,3,2,0,0);()
962;1;0.138857;(19);(7);(2);(8);(12);(8);(9);(7);(1,1,0,1,1,2,3);(4);(3,3,2,0);()
962;2;0.0932369;(19);(7);(2);(8);(14);(8);(6);(8);(1,1,0,1,1,2,3,1);(2);(3,3);()
962;3;0.0710997;(19);(7);(2);(8);(14);(8);(7);(8);(1,1,0,1,1,2,3,1);(3);(3,3,2);()
962;4;0.046417;(19);(7);(2);(8);(15);(8);(6);(9);(1,1,0,1,1,2,3,1,2);(2);(3,3);()
962;5;0.033194;(19);(7);(1);(8);(12);(8);(9);(7);(1,1,0,1,1,2,3);(4);(3,3,2,0);()
962;6;0.0318108;(19);(7);(2);(8);(5);(8);(16);(8);(1,1,0,1,1,2,3,1);(3);(3,3,2);()
962;7;0.0295166;(19);(7);(2);(9);(12);(8);(9);(8);(1,1,1,0,1,1,2,3);(4);(3,3,2,0);()
962;8;0.0263514;(19);(7);(2);(9);(14);(8);(6);(9);(1,1,1,0,1,1,2,3,1);(2);(3,3);()
962;9;0.0251101;(19);(7);(2);(8);(13);(8);(9);(8);(1,1,0,1,1,2,3,1);(4);(3,3,2,0);()
962;10;0.0200948;(19);(7);(2);(9);(14);(8);(7);(9);(1,1,1,0,1,1,2,3,1);(3);(3,3,2);()
960;1;0.0828728;(10);(6);(2);(6);(17);(15);(2);(2);(2,2);(2);(0,0);()
960;2;0.0715726;(10);(6);(0);(5);(11);(15);(4);(0);();(3);(0,0,1);()
960;3;0.0695003;(10);(6);(0);(6);(11);(15);(4);(1);(2);(3);(0,0,1);()
960;4;0.0656748;(10);(6);(0);(6);(10);(15);(4);(0);();(3);(0,0,1);()
960;5;0.038856;(10);(6);(2);(5);(17);(15);(2);(1);(2);(2);(0,0);()
960;6;0.0333408;(10);(6);(0);(5);(11);(15);(5);(0);();(4);(0,0,1,1);()
960;7;0.0323755;(10);(6);(0);(6);(11);(15);(5);(1);(2);(4);(0,0,1,1);()
960;8;0.0287367;(10);(6);(2);(6);(18);(15);(2);(3);(2,2,2);(2);(0,0);()
960;9;0.0263873;(10);(6);(2);(5);(18);(15);(2);(2);(2,2);(2);(0,0);()
960;10;0.0250014;(10);(6);(0);(6);(12);(15);(4);(2);(2,2);(3);(0,0,1);()
958;1;0.0903539;(39);(14);(2);(0);(4);(5);(20);(4);(0,0,0,0);(5);(2,0,0,3,3);()
958;2;0.0573998;(39);(14);(2);(0);(7);(6);(16);(7);(0,0,0,0,3,3,0);(2);(3,2);()
958;3;0.053936;(39);(14);(2);(0);(5);(5);(19);(5);(0,0,0,0,3);(4);(2,0,0,3);()
958;4;0.0525324;(39);(14);(2);(0);(7);(5);(16);(7);(0,0,0,0,3,3,0);(1);(2);()
958;5;0.0442198;(39);(14);(2);(0);(4);(6);(20);(4);(0,0,0,0);(6);(3,2,0,0,3,3);()
958;6;0.0417762;(39);(14);(2);(0);(6);(5);(18);(6);(0,0,0,0,3,3);(3);(2,0,0);()
958;7;0.0324134;(39);(14);(2);(0);(7);(7);(16);(7);(0,0,0,0,3,3,0);(3);(1,3,2);()
958;8;0.0307435;(39);(14);(2);(0);(6);(6);(18);(6);(0,0,0,0,3,3);(4);(3,2,0,0);()
958;9;0.0296618;(39);(14);(2);(0);(9);(6);(14);(9);(0,0,0,0,3,3,0,0,2);(0);();()
958;10;0.0284302;(39);(14);(2);(0);(7);(5);(17);(7);(0,0,0,0,3,3,0);(2);(2,0);()
955;1;0.223138;(52);(9);(1);(8);(5);(6);(8);(4);(1,1,2,2);(1);(1);()
955;2;0.194282;(52);(9);(1);(8);(4);(6);(9);(3);(1,1,2);(2);(1,2);()
955;3;0.0997833;(52);(9);(1);(8);(4);(6);(8);(3);(1,1,2);(1);(1);()
955;4;0.0793309;(52);(9);(1);(8);(6);(6);(8);(5);(1,1,2,2,2);(1);(1);()
955;5;0.0464037;(52);(9);(1);(8);(5);(6);(9);(4);(1,1,2,2);(2);(1,2);()
955;6;0.0450708;(52);(9);(1);(8);(4);(6);(10);(3);(1,1,2);(3);(1,2,2);()
955;7;0.0362003;(52);(9);(1);(8);(5);(6);(10);(4);(1,1,2,2);(3);(1,2,2);()
955;8;0.0255247;(52);(9);(1);(8);(6);(6);(9);(5);(1,1,2,2,2);(2);(1,2);()
955;9;0.0244657;(52);(9);(1);(8);(5);(7);(8);(4);(1,1,2,2);(2);(1,1);()
955;10;0.0210944;(52);(9);(1);(8);(4);(6);(11);(3);(1,1,2);(4);(1,2,2,2);()
961;1;0.122708;(52);(3);(2);(6);(13);(9);(4);(2);(0,2);(2);(0,2);()
961;2;0.0580757;(52);(3);(2);(7);(13);(9);(4);(3);(3,0,2);(2);(0,2);()
961;3;0.0432072;(52);(3);(2);(6);(13);(10);(4);(2);(0,2);(3);(0,0,2);()
961;4;0.0365953;(52);(3);(2);(6);(15);(9);(4);(4);(0,2,2,2);(2);(0,2);()
961;5;0.0355678;(52);(3);(2);(6);(14);(9);(4);(3);(0,2,2);(2);(0,2);()
961;6;0.0338121;(52);(3);(2);(8);(13);(9);(4);(4);(3,3,0,2);(2);(0,2);()
961;7;0.033498;(52);(3);(2);(6);(13);(9);(5);(2);(0,2);(3);(0,2,2);()
961;8;0.0204493;(52);(3);(2);(7);(13);(10);(4);(3);(3,0,2);(3);(0,0,2);()
961;9;0.0187447;(52);(3);(2);(7);(14);(9);(4);(4);(3,0,2,2);(2);(0,2);()
961;10;0.0186359;(52);(3);(0);(6);(9);(9);(6);(0);();(6);(0,2,2,2,2,0);()
951;1;0.184665;(49);(0);(0);(6);(5);(4);(9);(3);(0,0,1);(0);();()
951;2;0.177389;(49);(0);(0);(6);(5);(5);(9);(3);(0,0,1);(1);(3);()
951;3;0.0799609;(49);(0);(0);(7);(5);(4);(9);(4);(3,0,0,1);(0);();()
951;4;0.0768102;(49);(0);(0);(7);(5);(5);(9);(4);(3,0,0,1);(1);(3);()
951;5;0.0451412;(49);(0);(0);(6);(6);(4);(9);(4);(0,0,1,2);(0);();()
951;6;0.0433625;(49);(0);(0);(6);(6);(5);(9);(4);(0,0,1,2);(1);(3);()
951;7;0.0312362;(49);(0);(0);(6);(5);(6);(9);(3);(0,0,1);(2);(2,3);()
951;8;0.0219949;(49);(0);(0);(8);(5);(4);(9);(5);(3,3,0,0,1);(0);();()
951;9;0.0211282;(49);(0);(0);(8);(5);(5);(9);(5);(3,3,0,0,1);(1);(3);()
951;10;0.0205123;(49);(0);(0);(6);(5);(7);(9);(3);(0,0,1);(3);(0,2,3);()
954;1;0.359152;(77);(4);(0);(9);(9);(7);(8);(4);(1,2,3,2);(6);(0,0,3,1,1,1);()
954;2;0.0899084;(77);(4);(0);(9);(13);(7);(4);(5);(1,2,3,2,0);(5);(0,0,3,1,1);()
954;3;0.0738766;(77);(4);(2);(9);(15);(7);(5);(3);(1,2,3);(6);(0,0,3,1,1,1);()
954;4;0.0612558;(77);(4);(0);(9);(9);(8);(8);(4);(1,2,3,2);(7);(1,0,0,3,1,1,1);()
954;5;0.0321591;(77);(4);(2);(9);(16);(7);(5);(4);(1,2,3,2);(6);(0,0,3,1,1,1);()
954;6;0.0283889;(77);(4);(0);(9);(13);(7);(5);(5);(1,2,3,2,0);(6);(0,0,3,1,1,1);()
954;7;0.0235094;(77);(4);(2);(9);(18);(7);(2);(5);(1,2,3,2,0);(4);(0,0,3,1);()
954;8;0.0210499;(77);(4);(0);(9);(9);(7);(9);(4);(1,2,3,2);(7);(0,0,3,1,1,1,2);()
954;9;0.0202968;(77);(4);(0);(9);(10);(7);(8);(5);(1,2,3,2,0);(6);(0,0,3,1,1,1);()
954;10;0.0152637;(77);(4);(0);(9);(13);(8);(4);(5);(1,2,3,2,0);(6);(1,0,0,3,1,1);()
956;1;0.525381;(49);(14);(1);(8);(6);(4);(6);(13);(2,3,3,0,1,0,3,2,2,0,0,1,0);(11);(0,3,3,2,0,3,2,0,2,2,0);()
956;2;0.142794;(49);(14);(1);(8);(6);(4);(7);(13);(2,3,3,0,1,0,3,2,2,0,0,1,0);(12);(0,3,3,2,0,3,2,0,2,2,0,2);()
956;3;0.081277;(49);(14);(1);(8);(6);(5);(6);(13);(2,3,3,0,1,0,3,2,2,0,0,1,0);(12);(1,0,3,3,2,0,3,2,0,2,2,0);()
956;4;0.0436711;(49);(14);(1);(8);(7);(4);(6);(14);(2,3,3,0,1,0,3,2,2,0,0,1,0,2);(11);(0,3,3,2,0,3,2,0,2,2,0);()
956;5;0.0346626;(49);(14);(1);(8);(6);(6);(6);(13);(2,3,3,0,1,0,3,2,2,0,0,1,0);(13);(3,1,0,3,3,2,0,3,2,0,2,2,0);()
956;6;0.0226475;(49);(14);(1);(8);(6);(4);(8);(13);(2,3,3,0,1,0,3,2,2,0,0,1,0);(13);(0,3,3,2,0,3,2,0,2,2,0,2,2);()
956;7;0.0196235;(49);(14);(1);(8);(6);(5);(7);(13);(2,3,3,0,1,0,3,2,2,0,0,1,0);(13);(1,0,3,3,2,0,3,2,0,2,2,0,2);()
956;8;0.0183145;(49);(14);(1);(8);(8);(4);(6);(15);(2,3,3,0,1,0,3,2,2,0,0,1,0,2,0);(11);(0,3,3,2,0,3,2,0,2,2,0);()
956;9;0.0128388;(49);(14);(1);(8);(7);(4);(7);(14);(2,3,3,0,1,0,3,2,2,0,0,1,0,2);(12);(0,3,3,2,0,3,2,0,2,2,0,2);()
956;10;0.0121393;(49);(14);(1);(9);(6);(4);(6);(14);(1,2,3,3,0,1,0,3,2,2,0,0,1,0);(11);(0,3,3,2,0,3,2,0,2,2,0);()
966;1;0.140873;(49);(4);(0);(9);(2);(13);(7);(20);(2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1);(2);(3,2);()
966;2;0.0918211;(49);(4);(0);(9);(1);(13);(6);(19);(2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0);(1);(3);()
966;3;0.0898431;(49);(4);(0);(10);(2);(13);(7);(21);(2,2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1);(2);(3,2);()
966;4;0.0660512;(49);(4);(0);(9);(4);(13);(7);(22);(2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1,1,1);(2);(3,2);()
966;5;0.065495;(49);(4);(0);(9);(4);(13);(6);(22);(2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1,1,1);(1);(3);()
966;6;0.0633876;(49);(4);(0);(9);(2);(13);(6);(20);(2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1);(1);(3);()
966;7;0.0547538;(49);(4);(0);(9);(3);(13);(7);(21);(2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1,1);(2);(3,2);()
966;8;0.0404262;(49);(4);(0);(10);(2);(13);(6);(21);(2,2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1);(1);(3);()
966;9;0.0321873;(49);(4);(0);(9);(3);(13);(6);(21);(2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1,1);(1);(3);()
966;10;0.0228747;(49);(4);(0);(9);(2);(13);(9);(20);(2,2,1,3,3,3,2,2,1,3,3,2,3,3,3,3,3,3,0,1);(4);(3,2,2,2);()
948;1;0.316929;(50);(1);(0);(7);(8);(10);(7);(2);(2,2);(3);(0,0,0);()
948;2;0.192263;(50);(1);(0);(8);(8);(10);(7);(3);(3,2,2);(3);(0,0,0);()
948;3;0.0711999;(50);(1);(0);(7);(8);(11);(7);(2);(2,2);(4);(0,0,0,0);()
948;4;0.0562948;(50);(1);(0);(7);(8);(10);(8);(2);(2,2);(4);(0,0,0,2);()
948;5;0.043193;(50);(1);(0);(8);(8);(11);(7);(3);(3,2,2);(4);(0,0,0,0);()
948;6;0.0341509;(50);(1);(0);(8);(8);(10);(8);(3);(3,2,2);(4);(0,0,0,2);()
